gender,age_range,marital_status,disability,district,father_education,mother_education,household_members,economic_dependency,health_insurance,chronic_disease,academic_program,current_term,enrolled_courses,gpa,failed_course,class_attendance,career_satisfaction,personal_motivation,teacher_motivation,thought_about_dropout,dropout_reason,dropout_thought,transport,commute_time,internet_access,study_space,library_use,academic_tutoring,university_support,housing_type,personal_income,family_income,scholarship,currently_working,work_hours,affects_study,study_hours,university_harassment,demotivation,academic_stress,emotional_support
Masculino,21-25,Soltero(a),No,San Luis,Secundaria,Secundaria,1-3,Parcialmente dependiente,Ninguno,No,Ingeniería de Software,3.0,3,13-15,No,3.0,2.0,4.0,1.0,Sí,Accusamus id facilis nulla nobis laborum illo temporibus distinctio optio possimus.,Yes,,30-60 min,Sí,Sí,2.0,No,4.0,Propia,0,<1000,,Sí,<10,No,<5,No,No,No,Sí
Masculino,16-20,Casado(a),No,Miraflores,Técnico,Secundaria,4-5,Parcialmente dependiente,EsSalud,No,Ingeniería de Software,3.0,6 o más,10-12,No,4.0,5.0,3.0,4.0,No,Voluptate nulla doloremque optio sint temporibus atque.,No,Público,30-60 min,No,No,3.0,No,5.0,Alquilada,0,1000-2000,No,No,<10,No,<5,No,Sí,No,Sí
Masculino,30+,Soltero(a),No,Jesús María,Secundaria,Secundaria,6+,Minimamente dependiente,Privado,No,Ingeniería de Software,1.0,3,16+,No,2.0,2.0,,4.0,No,Ullam neque perferendis maxime veniam enim repellendus ullam repellat nobis ex neque.,No,A pie,>1 h,No,Sí,4.0,No,2.0,Propia,0,<1000,No,No,>20,Sí,<5,No,Sí,Sí,No
Masculino,21-25,Casado(a),No,Rímac,Primaria,Secundaria,1-3,Parcialmente dependiente,SIS,Sí,Ingeniería de Sistemas,2.0,4-5,16+,No,3.0,2.0,4.0,2.0,No,Praesentium odio delectus excepturi ex minima veniam neque earum.,No,Público,30-60 min,Sí,Sí,1.0,Sí,4.0,Alquilada,0,>4000,Sí,No,10-20,Sí,<5,No,Sí,Sí,No
Masculino,16-20,Casado(a),No,Jesús María,Postgrado,Universitario,1-3,Parcialmente dependiente,EsSalud,No,Ingeniería de Software,4.0,4-5,13-15,Sí,4.0,5.0,4.0,4.0,No,Inventore deserunt error voluptate nemo ex saepe rerum facilis soluta praesentium quaerat.,,Público,>1 h,Sí,Sí,2.0,Sí,3.0,Residencia,,1000-2000,No,Sí,10-20,No,5-10,No,No,No,Sí
Masculino,26-30,Soltero(a),No,Lurigancho,Universitario,Técnico,4-5,Mayormente dependiente,EsSalud,No,Ingeniería de Software,7.0,4-5,13-15,No,4.0,1.0,3.0,4.0,No,Vitae ipsam minima ullam minima magni minus error veniam.,No,Público,30-60 min,Sí,Sí,2.0,No,5.0,Propia,<500,1000-2000,No,Sí,<10,No,<5,,,Sí,Sí
Masculino,30+,Soltero(a),No,Santa Rosa,Universitario,Secundaria,1-3,Minimamente dependiente,EsSalud,No,Ingeniería de Software,5.0,6 o más,10-12,Sí,4.0,1.0,3.0,4.0,Sí,Eum qui soluta nulla voluptates sed illum hic labore molestiae error quasi.,Yes,Público,>1 h,Sí,Sí,1.0,Sí,3.0,Alojado,500-1000,<1000,No,No,<10,Sí,5-10,No,No,Sí,Sí
Femenino,26-30,Soltero(a),No,Cieneguilla,Primaria,Universitario,4-5,Mayormente dependiente,Privado,No,Ingeniería de Software,7.0,3,16+,Sí,3.0,4.0,4.0,3.0,Sí,Sint eaque autem qui veritatis pariatur nam quae reprehenderit autem sunt suscipit recusandae optio.,Yes,Público,30-60 min,No,No,,Sí,2.0,Alquilada,0,2000-4000,No,No,>20,No,<5,Sí,No,Sí,Sí
Masculino,16-20,Soltero(a),No,Lince,Primaria,Universitario,6+,No dependo económicamente,EsSalud,Sí,Ingeniería de Software,6.0,4-5,13-15,No,4.0,4.0,1.0,3.0,No,Voluptatem deleniti maiores ducimus incidunt dignissimos error quod voluptates nesciunt pariatur.,No,Público,30-60 min,Sí,Sí,4.0,No,4.0,Alojado,0,2000-4000,Sí,Sí,10-20,Sí,5-10,No,No,Sí,No
Femenino,21-25,Casado(a),No,La Victoria,Técnico,Secundaria,4-5,No dependo económicamente,EsSalud,No,Ingeniería de Software,10.0,4-5,10-12,No,4.0,5.0,4.0,3.0,No,Corrupti quo minima dolorum assumenda tempora maiores officiis dicta consectetur.,No,Privado,<30 min,Sí,Sí,2.0,Sí,4.0,,0,1000-2000,Sí,Sí,<10,,,Sí,No,Sí,No
Masculino,26-30,Casado(a),No,Lince,Primaria,Universitario,4-5,No dependo económicamente,EsSalud,No,Ingeniería de Software,8.0,3,13-15,Sí,4.0,1.0,4.0,4.0,No,Reiciendis quia reprehenderit iusto possimus commodi fugiat maiores.,No,Privado,<30 min,Sí,Sí,4.0,No,3.0,Alquilada,0,>4000,No,No,10-20,Sí,<5,No,No,No,No
Masculino,16-20,Soltero(a),No,La Victoria,Secundaria,Primaria,,Mayormente dependiente,Privado,No,Ingeniería de Sistemas,5.0,4-5,10-12,Sí,4.0,3.0,4.0,2.0,No,Nisi doloribus sint temporibus nulla voluptate voluptatem hic maiores quia.,No,Privado,<30 min,Sí,Sí,1.0,Sí,4.0,,0,1000-2000,No,No,<10,No,5-10,No,No,No,No
Masculino,21-25,Soltero(a),No,Los Olivos,Universitario,Secundaria,4-5,Mayormente dependiente,EsSalud,No,Ingeniería de Software,7.0,4-5,10-12,No,1.0,3.0,3.0,3.0,No,Ratione quos animi tempore officia delectus vitae maiores libero.,No,Público,<30 min,Sí,Sí,3.0,,4.0,,0,<1000,No,No,,Sí,5-10,Sí,No,No,Sí
Masculino,16-20,Soltero(a),No,San Isidro,Secundaria,Universitario,,Mayormente dependiente,,No,Ingeniería de Software,1.0,6 o más,13-15,No,4.0,,3.0,3.0,No,Saepe ipsam adipisci tempora esse eius voluptatibus architecto eum porro sunt.,No,A pie,<30 min,Sí,No,2.0,No,4.0,Alquilada,,1000-2000,No,Sí,10-20,Sí,5-10,No,Sí,No,Sí
Masculino,16-20,Casado(a),No,San Juan de Lurigancho,Secundaria,Técnico,1-3,Totalmente dependiente,SIS,Sí,Ingeniería de Software,,4-5,13-15,Sí,4.0,4.0,4.0,3.0,No,Reprehenderit labore mollitia fuga fuga magnam voluptate dolore voluptatum corrupti.,No,Público,30-60 min,Sí,Sí,2.0,Sí,5.0,Residencia,0,<1000,Sí,Sí,>20,No,<5,No,Sí,No,Sí
Femenino,16-20,Soltero(a),Sí,Breña,Secundaria,Secundaria,6+,Minimamente dependiente,SIS,Sí,Ingeniería de Sistemas,10.0,4-5,13-15,No,4.0,4.0,4.0,4.0,Sí,Possimus fuga magni ad distinctio cumque tempora omnis odit.,Yes,,<30 min,Sí,No,4.0,Sí,2.0,Residencia,0,1000-2000,No,No,10-20,No,>10,No,Sí,Sí,Sí
Masculino,16-20,Soltero(a),No,Punta Negra,Universitario,Primaria,1-3,Parcialmente dependiente,SIS,No,Ingeniería de Software,7.0,6 o más,10-12,Sí,3.0,4.0,4.0,4.0,No,Consequuntur aperiam et ducimus recusandae fugiat quo est quia amet eos.,No,Público,>1 h,Sí,Sí,5.0,No,1.0,Propia,500-1000,1000-2000,No,No,10-20,Sí,>10,No,No,Sí,No
Femenino,21-25,Soltero(a),No,Punta Hermosa,Primaria,Secundaria,1-3,Parcialmente dependiente,EsSalud,No,Ingeniería de Sistemas,2.0,,13-15,No,4.0,2.0,4.0,2.0,No,Corrupti inventore eaque eveniet sed tempora rerum possimus.,No,Público,<30 min,Sí,Sí,4.0,No,4.0,Alquilada,<500,1000-2000,No,No,>20,Sí,5-10,No,No,Sí,Sí
Femenino,16-20,Soltero(a),No,Ancón,Universitario,Primaria,6+,Parcialmente dependiente,EsSalud,No,Ingeniería de Software,9.0,6 o más,13-15,No,5.0,4.0,,1.0,No,Accusamus voluptate voluptas quibusdam voluptatum praesentium voluptates voluptatum aut beatae.,No,Privado,>1 h,Sí,Sí,,No,2.0,Alquilada,0,1000-2000,Sí,No,10-20,No,<5,No,No,Sí,Sí
Masculino,21-25,Soltero(a),No,Surquillo,Primaria,Secundaria,6+,Mayormente dependiente,Privado,No,Ingeniería de Sistemas,7.0,6 o más,10-12,Sí,4.0,4.0,4.0,3.0,No,Voluptates optio eum dolore culpa distinctio aliquid amet odit.,No,Público,30-60 min,Sí,No,3.0,Sí,,Alquilada,0,1000-2000,No,Sí,10-20,Sí,<5,No,No,No,Sí
Femenino,16-20,Otro,No,Punta Hermosa,Técnico,Secundaria,1-3,Parcialmente dependiente,EsSalud,Sí,Ingeniería de Sistemas,3.0,4-5,16+,No,3.0,4.0,4.0,4.0,No,Impedit sequi molestiae nulla ipsa veniam culpa laudantium laboriosam.,No,,30-60 min,Sí,Sí,2.0,Sí,3.0,Propia,500-1000,<1000,No,No,,Sí,5-10,No,No,Sí,No
Femenino,16-20,Casado(a),No,Santa Anita,Técnico,Secundaria,4-5,Parcialmente dependiente,Ninguno,No,Ingeniería de Software,4.0,3,13-15,No,3.0,4.0,4.0,4.0,No,Voluptates unde perspiciatis nam enim exercitationem voluptate illo eos ipsa.,No,Privado,>1 h,Sí,Sí,4.0,No,4.0,Propia,0,1000-2000,No,No,<10,Sí,5-10,No,No,No,Sí
Masculino,26-30,Casado(a),Sí,Pachacámac,Secundaria,Secundaria,1-3,Totalmente dependiente,EsSalud,No,Ingeniería de Sistemas,4.0,6 o más,<10,,3.0,3.0,,1.0,No,Autem suscipit iste quod enim aliquam id.,No,Público,30-60 min,Sí,Sí,2.0,No,4.0,Propia,0,1000-2000,No,Sí,,No,<5,No,No,Sí,No
Masculino,30+,Soltero(a),No,Breña,Técnico,Primaria,1-3,Minimamente dependiente,SIS,No,Ingeniería de Sistemas,9.0,4-5,16+,No,3.0,5.0,3.0,5.0,No,Sapiente illum sit at minus quam autem nemo ab laboriosam eligendi possimus doloribus.,No,,30-60 min,Sí,Sí,5.0,No,4.0,Alquilada,0,<1000,No,No,>20,No,<5,No,No,No,Sí
Masculino,16-20,,No,Puente Piedra,Universitario,Universitario,6+,No dependo económicamente,Privado,No,Ingeniería de Software,3.0,6 o más,10-12,Sí,4.0,4.0,2.0,2.0,No,Porro accusamus explicabo numquam qui hic odio dolorem.,No,Público,<30 min,,Sí,2.0,Sí,2.0,Propia,0,2000-4000,,No,<10,No,5-10,No,No,Sí,No
Femenino,16-20,Soltero(a),No,Pueblo Libre,Técnico,Secundaria,1-3,Totalmente dependiente,SIS,No,Ingeniería de Sistemas,9.0,4-5,13-15,No,4.0,4.0,3.0,2.0,No,Nisi mollitia est commodi odit dolorem molestias.,No,Privado,<30 min,Sí,Sí,4.0,Sí,4.0,Propia,<500,>4000,Sí,No,<10,Sí,<5,No,No,Sí,Sí
Masculino,26-30,Soltero(a),No,Santiago de Surco,Secundaria,Primaria,1-3,Mayormente dependiente,EsSalud,Sí,Ingeniería de Sistemas,5.0,4-5,10-12,No,3.0,5.0,4.0,3.0,No,Saepe ex magnam inventore amet aliquam necessitatibus delectus beatae doloribus non temporibus labore.,No,Público,<30 min,Sí,Sí,3.0,No,4.0,Alquilada,0,2000-4000,No,No,,Sí,5-10,No,Sí,Sí,No
Femenino,21-25,Soltero(a),,Pachacámac,Secundaria,Primaria,1-3,No dependo económicamente,Privado,No,Ingeniería de Software,1.0,4-5,<10,No,2.0,5.0,4.0,5.0,No,Placeat voluptatem porro ducimus doloremque veniam voluptas dignissimos.,No,Privado,30-60 min,Sí,Sí,4.0,No,4.0,Alquilada,0,>4000,Sí,No,<10,Sí,>10,No,No,Sí,Sí
Masculino,16-20,Casado(a),No,Lima Cercado,Primaria,Secundaria,4-5,Mayormente dependiente,Ninguno,No,Ingeniería de Sistemas,4.0,4-5,<10,No,4.0,2.0,2.0,3.0,No,Soluta porro possimus doloribus expedita perspiciatis.,No,Público,<30 min,Sí,Sí,2.0,,4.0,Residencia,500-1000,<1000,No,No,10-20,No,<5,No,Sí,Sí,No
Masculino,16-20,Divorciado(a),No,San Juan de Miraflores,Técnico,Universitario,4-5,Totalmente dependiente,Ninguno,No,Ingeniería de Sistemas,3.0,4-5,13-15,No,4.0,1.0,4.0,2.0,No,Ab et quas molestiae suscipit sint.,No,Privado,30-60 min,Sí,Sí,4.0,No,4.0,Propia,0,2000-4000,No,Sí,10-20,Sí,5-10,No,No,No,No
Masculino,16-20,Soltero(a),No,San Borja,Secundaria,Universitario,4-5,,EsSalud,No,Ingeniería de Software,1.0,6 o más,10-12,Sí,4.0,4.0,4.0,4.0,No,Dolorem ex quaerat dignissimos libero nesciunt fugiat laudantium omnis nihil officia facilis tempora.,No,Privado,>1 h,Sí,Sí,4.0,No,4.0,Propia,500-1000,1000-2000,No,Sí,<10,No,>10,No,Sí,No,No
Masculino,21-25,Soltero(a),Sí,Ancón,Postgrado,Secundaria,1-3,Mayormente dependiente,SIS,No,Ingeniería de Software,6.0,6 o más,<10,No,4.0,4.0,3.0,1.0,No,Adipisci fuga fuga corporis animi occaecati cum eligendi rem.,No,A pie,<30 min,Sí,No,5.0,No,,Residencia,0,2000-4000,No,Sí,<10,No,<5,Sí,No,,No
Masculino,16-20,Soltero(a),No,Villa El Salvador,Secundaria,Primaria,1-3,Parcialmente dependiente,EsSalud,No,Ingeniería de Sistemas,2.0,4-5,<10,No,3.0,5.0,3.0,3.0,No,Amet modi assumenda eveniet earum consequuntur provident sunt ab consequatur.,No,Público,<30 min,Sí,Sí,4.0,Sí,2.0,Alojado,<500,<1000,No,Sí,<10,Sí,5-10,No,Sí,Sí,No
Masculino,16-20,Soltero(a),No,Santa María del Mar,Postgrado,Universitario,4-5,Mayormente dependiente,SIS,No,,2.0,3,13-15,No,4.0,3.0,1.0,3.0,No,Eveniet esse error pariatur aliquam neque quasi explicabo pariatur doloremque.,No,Público,<30 min,Sí,Sí,1.0,No,1.0,Propia,<500,<1000,No,No,<10,No,<5,No,No,No,Sí
Femenino,16-20,Otro,No,Barranco,Universitario,Primaria,,Parcialmente dependiente,Privado,No,Ingeniería de Software,3.0,4-5,13-15,No,5.0,4.0,3.0,3.0,No,Optio nobis beatae sunt voluptatem nam nam.,No,,,No,No,2.0,No,,Propia,<500,1000-2000,No,No,<10,Sí,5-10,Sí,No,No,No
Masculino,,Soltero(a),No,Santa Rosa,Técnico,Técnico,4-5,Parcialmente dependiente,,No,Ingeniería de Software,4.0,4-5,13-15,Sí,2.0,4.0,2.0,1.0,No,Et dicta voluptatum delectus neque minima.,No,Público,30-60 min,Sí,Sí,3.0,Sí,3.0,Alquilada,,<1000,No,No,<10,Sí,5-10,No,No,No,No
Masculino,21-25,Otro,No,Santa Rosa,Técnico,Universitario,6+,Parcialmente dependiente,SIS,No,Ingeniería de Sistemas,4.0,4-5,10-12,Sí,2.0,2.0,4.0,3.0,Sí,Debitis et dolor quae voluptas mollitia nulla impedit est fugit inventore nisi.,Yes,Público,<30 min,Sí,Sí,5.0,No,1.0,,0,2000-4000,No,No,<10,No,5-10,No,No,Sí,Sí
Masculino,26-30,Soltero(a),No,Jesús María,Universitario,Secundaria,,Mayormente dependiente,EsSalud,No,Ingeniería de Software,7.0,,13-15,Sí,4.0,3.0,4.0,2.0,No,Deleniti mollitia impedit vitae saepe repellat laborum atque doloribus dicta.,No,Privado,<30 min,Sí,Sí,2.0,Sí,3.0,Alquilada,0,1000-2000,No,No,>20,Sí,5-10,No,Sí,No,Sí
Masculino,26-30,Soltero(a),,El Agustino,Técnico,Primaria,6+,Minimamente dependiente,EsSalud,No,Ingeniería de Sistemas,2.0,6 o más,13-15,No,4.0,4.0,4.0,3.0,No,Facere sit asperiores nisi nihil itaque quod rem inventore totam quibusdam.,No,A pie,30-60 min,Sí,Sí,2.0,No,4.0,Propia,<500,2000-4000,No,Sí,>20,No,5-10,Sí,No,Sí,Sí
Masculino,16-20,Casado(a),No,Breña,Primaria,Secundaria,6+,Parcialmente dependiente,,No,Ingeniería de Sistemas,4.0,3,<10,Sí,3.0,5.0,3.0,2.0,No,Sit asperiores totam nobis repellat molestias.,No,,30-60 min,No,Sí,1.0,No,1.0,Alojado,0,1000-2000,No,No,<10,No,<5,No,Sí,No,Sí
Femenino,16-20,Soltero(a),No,Lima Cercado,Técnico,Secundaria,1-3,Totalmente dependiente,EsSalud,No,Ingeniería de Sistemas,9.0,4-5,13-15,No,4.0,2.0,3.0,2.0,No,Mollitia qui atque pariatur hic facilis pariatur omnis sequi facilis.,No,Privado,<30 min,Sí,Sí,2.0,No,3.0,Propia,0,2000-4000,No,No,10-20,Sí,5-10,No,Sí,Sí,No
Masculino,26-30,Soltero(a),No,Lurigancho,,Primaria,4-5,Totalmente dependiente,SIS,No,Ingeniería de Software,1.0,6 o más,16+,No,5.0,4.0,5.0,2.0,No,Distinctio quos sint praesentium aliquam deserunt nihil sapiente beatae quos expedita quidem.,No,Privado,<30 min,Sí,Sí,2.0,No,3.0,Propia,500-1000,1000-2000,Sí,No,>20,Sí,5-10,No,Sí,Sí,No
Masculino,16-20,Divorciado(a),No,Ate,Secundaria,Primaria,6+,Parcialmente dependiente,SIS,No,Ingeniería de Software,2.0,6 o más,13-15,No,5.0,4.0,1.0,5.0,No,Amet natus soluta veritatis temporibus sit accusantium est.,No,Público,>1 h,Sí,Sí,4.0,No,3.0,Propia,0,2000-4000,No,No,<10,No,<5,Sí,Sí,No,No
Masculino,21-25,Soltero(a),No,Pachacámac,Técnico,Secundaria,,Mayormente dependiente,EsSalud,No,Ingeniería de Software,10.0,6 o más,13-15,Sí,3.0,4.0,4.0,1.0,Sí,Impedit eos voluptatem commodi esse non.,Yes,Público,<30 min,Sí,No,,No,5.0,Alojado,0,,No,No,10-20,Sí,<5,Sí,Sí,No,No
Masculino,21-25,Soltero(a),No,San Luis,Secundaria,Secundaria,1-3,Parcialmente dependiente,Privado,,Ingeniería de Software,,3,<10,Sí,,5.0,3.0,2.0,Sí,Quasi eligendi possimus reiciendis labore neque maxime nobis adipisci delectus voluptas vitae.,Yes,Público,>1 h,Sí,Sí,3.0,Sí,2.0,Alquilada,,<1000,No,No,<10,No,5-10,No,Sí,No,Sí
Masculino,16-20,Divorciado(a),No,Jesús María,Secundaria,Universitario,4-5,Parcialmente dependiente,EsSalud,No,Ingeniería de Sistemas,4.0,3,13-15,Sí,3.0,2.0,3.0,2.0,Sí,Commodi unde vero mollitia provident veniam voluptatibus.,Yes,Público,30-60 min,Sí,Sí,3.0,Sí,3.0,Propia,<500,2000-4000,Sí,No,<10,Sí,<5,No,Sí,No,Sí
Masculino,16-20,Soltero(a),No,San Isidro,Técnico,Secundaria,1-3,Minimamente dependiente,Privado,,Ingeniería de Sistemas,4.0,3,13-15,No,5.0,5.0,4.0,2.0,Sí,Nam rerum mollitia eaque eius eligendi repellendus esse quos.,Yes,Público,>1 h,Sí,Sí,4.0,No,4.0,Alquilada,,1000-2000,No,No,<10,Sí,<5,No,No,No,No
Masculino,16-20,Divorciado(a),No,San Juan de Lurigancho,Secundaria,Universitario,4-5,Mayormente dependiente,SIS,Sí,Ingeniería de Software,,4-5,13-15,No,4.0,4.0,4.0,4.0,No,Aut architecto tempore eos illum quo neque nisi ipsum ad repudiandae vel.,No,Público,30-60 min,Sí,Sí,2.0,No,4.0,Alquilada,<500,1000-2000,No,,10-20,Sí,5-10,No,No,Sí,Sí
Masculino,16-20,,No,Santa Rosa,Secundaria,Técnico,1-3,No dependo económicamente,Ninguno,Sí,Ingeniería de Software,1.0,3,13-15,Sí,4.0,2.0,4.0,4.0,No,Tenetur aliquam blanditiis porro deserunt officia ratione cumque voluptates nulla.,No,Público,30-60 min,No,No,1.0,No,,Alquilada,<500,>4000,No,No,<10,Sí,5-10,No,Sí,Sí,Sí
Masculino,21-25,Casado(a),No,Villa El Salvador,Primaria,,1-3,Parcialmente dependiente,SIS,No,,6.0,4-5,10-12,,3.0,2.0,2.0,1.0,No,Quos vel cupiditate nisi quia laboriosam.,No,Privado,,Sí,Sí,2.0,Sí,3.0,Alquilada,500-1000,<1000,No,,<10,Sí,<5,No,No,No,No
Masculino,16-20,Casado(a),No,Ate,Primaria,Primaria,1-3,Totalmente dependiente,,No,Ingeniería de Sistemas,5.0,4-5,<10,Sí,4.0,5.0,3.0,5.0,No,Voluptatum repudiandae similique nam eos aliquid totam fugiat in laborum non.,No,Público,<30 min,Sí,Sí,4.0,Sí,3.0,Propia,0,1000-2000,No,Sí,<10,Sí,5-10,No,,No,Sí
Masculino,16-20,Otro,No,Lince,Universitario,Secundaria,1-3,Minimamente dependiente,SIS,No,Ingeniería de Software,8.0,4-5,<10,No,5.0,2.0,3.0,3.0,No,Saepe ea voluptas quidem temporibus totam vel culpa distinctio.,No,Privado,,Sí,Sí,4.0,No,5.0,Propia,0,2000-4000,No,No,<10,No,<5,No,No,No,No
Masculino,21-25,Soltero(a),No,Pachacámac,Primaria,Técnico,4-5,Minimamente dependiente,EsSalud,No,Ingeniería de Software,6.0,4-5,13-15,No,5.0,3.0,2.0,1.0,No,Maiores modi incidunt optio iure odio quidem dolorem alias modi sequi.,No,A pie,<30 min,Sí,No,5.0,No,3.0,Propia,500-1000,<1000,No,Sí,<10,No,<5,No,No,Sí,Sí
Masculino,16-20,Casado(a),No,San Juan de Miraflores,Técnico,Secundaria,1-3,Parcialmente dependiente,EsSalud,Sí,Ingeniería de Sistemas,1.0,6 o más,16+,No,5.0,1.0,2.0,3.0,No,Inventore repellendus rem libero dignissimos cupiditate.,No,Público,30-60 min,Sí,Sí,2.0,No,1.0,,<500,<1000,No,,10-20,No,5-10,Sí,Sí,Sí,Sí
Masculino,21-25,Soltero(a),No,Barranco,Primaria,Secundaria,6+,Mayormente dependiente,SIS,No,Ingeniería de Software,3.0,6 o más,13-15,No,4.0,4.0,5.0,3.0,No,Explicabo magni quaerat animi saepe veritatis possimus.,No,Privado,30-60 min,Sí,Sí,4.0,Sí,5.0,Alojado,500-1000,<1000,No,Sí,10-20,Sí,<5,No,No,No,Sí
Masculino,16-20,Soltero(a),No,Lurín,Secundaria,Primaria,4-5,Parcialmente dependiente,EsSalud,No,Ingeniería de Sistemas,6.0,6 o más,10-12,No,3.0,4.0,3.0,3.0,Sí,Magnam numquam illo nemo soluta cumque voluptatibus dolore veniam quod omnis aperiam nemo.,Yes,Público,30-60 min,Sí,Sí,4.0,No,3.0,Alquilada,0,,No,No,10-20,Sí,5-10,Sí,No,No,No
Femenino,21-25,Soltero(a),No,Independencia,Secundaria,Secundaria,1-3,,EsSalud,No,Ingeniería de Software,6.0,6 o más,13-15,No,3.0,3.0,3.0,3.0,Sí,In saepe voluptatibus assumenda harum assumenda debitis libero libero eos labore quo.,Yes,Público,30-60 min,Sí,Sí,3.0,,3.0,Propia,500-1000,<1000,Sí,No,10-20,No,<5,No,Sí,No,No
Masculino,16-20,Divorciado(a),No,Barranco,Secundaria,Primaria,1-3,Minimamente dependiente,Privado,No,Ingeniería de Sistemas,10.0,4-5,10-12,,5.0,4.0,,3.0,No,Debitis fugiat expedita esse veniam iusto ea quo deleniti assumenda perferendis ratione occaecati.,No,A pie,<30 min,Sí,Sí,2.0,No,1.0,Propia,<500,1000-2000,No,Sí,<10,No,<5,No,No,Sí,No
,26-30,Soltero(a),No,Lima Cercado,Universitario,Técnico,6+,Mayormente dependiente,EsSalud,No,Ingeniería de Software,1.0,4-5,10-12,Sí,3.0,3.0,4.0,5.0,Sí,Facere reprehenderit impedit voluptas illum deserunt asperiores molestias at neque ipsum.,Yes,A pie,<30 min,Sí,Sí,2.0,No,3.0,Residencia,0,1000-2000,Sí,No,<10,No,5-10,No,Sí,Sí,Sí
Masculino,,Soltero(a),No,Pucusana,Primaria,Técnico,1-3,Totalmente dependiente,EsSalud,No,Ingeniería de Software,2.0,4-5,10-12,No,4.0,3.0,1.0,1.0,No,Tempora veniam deleniti cumque rem alias vitae facilis quos voluptatibus et laboriosam eius.,No,Público,30-60 min,Sí,No,4.0,No,,Alojado,>1000,>4000,No,No,10-20,No,<5,No,No,No,No
Masculino,26-30,Soltero(a),No,Santa Rosa,Secundaria,Secundaria,1-3,Mayormente dependiente,Ninguno,No,Ingeniería de Software,4.0,,13-15,No,2.0,3.0,4.0,4.0,No,Quaerat nobis laboriosam beatae deleniti corporis dolores harum expedita.,No,Público,,Sí,No,2.0,No,,Propia,0,>4000,No,Sí,10-20,Sí,,Sí,No,No,Sí
Masculino,16-20,Soltero(a),No,Chorrillos,Primaria,Secundaria,4-5,Totalmente dependiente,EsSalud,No,Ingeniería de Software,4.0,4-5,16+,No,3.0,2.0,4.0,5.0,,Voluptas blanditiis fugit autem labore nobis eaque vitae blanditiis voluptate iure illum.,No,Privado,<30 min,Sí,Sí,,No,4.0,Alquilada,0,2000-4000,No,Sí,>20,Sí,<5,No,Sí,No,Sí
Masculino,21-25,Soltero(a),No,San Juan de Lurigancho,Postgrado,Primaria,4-5,No dependo económicamente,SIS,No,Ingeniería de Software,2.0,4-5,13-15,No,4.0,3.0,4.0,2.0,No,Error nam possimus nesciunt officiis repellendus quod quos ducimus laboriosam id nobis optio.,No,Público,30-60 min,Sí,Sí,1.0,No,1.0,Propia,0,<1000,No,No,10-20,No,5-10,No,No,No,No
Masculino,26-30,Otro,No,Barranco,Técnico,Secundaria,1-3,Mayormente dependiente,SIS,,Ingeniería de Sistemas,,4-5,13-15,,5.0,3.0,4.0,5.0,No,Quis soluta magni quidem accusamus hic voluptates accusantium.,No,Público,>1 h,Sí,Sí,1.0,No,3.0,Propia,0,>4000,No,No,>20,No,5-10,No,No,No,Sí
Masculino,16-20,Soltero(a),No,Comas,Postgrado,Primaria,6+,No dependo económicamente,Privado,No,Ingeniería de Software,1.0,4-5,16+,No,5.0,5.0,4.0,4.0,Sí,Mollitia temporibus expedita quos quae dolore odit nulla quibusdam blanditiis eos.,Yes,Público,30-60 min,Sí,Sí,3.0,No,5.0,Propia,0,2000-4000,Sí,No,10-20,No,5-10,No,No,No,Sí
Masculino,26-30,,No,Chorrillos,Secundaria,Secundaria,4-5,Mayormente dependiente,Privado,No,Ingeniería de Software,9.0,4-5,13-15,Sí,4.0,4.0,4.0,3.0,No,Dicta adipisci ipsum voluptates possimus esse nihil quasi sequi vitae facilis.,No,,30-60 min,Sí,Sí,4.0,Sí,3.0,Alquilada,500-1000,1000-2000,Sí,No,10-20,Sí,>10,No,Sí,Sí,
Masculino,21-25,Soltero(a),No,Santiago de Surco,,Primaria,4-5,Totalmente dependiente,SIS,No,Ingeniería de Software,7.0,4-5,13-15,Sí,2.0,5.0,,1.0,No,Voluptas quo quas porro tempora ducimus.,No,Público,,Sí,No,3.0,Sí,,Alquilada,<500,<1000,No,No,<10,No,5-10,No,No,No,No
Masculino,21-25,Casado(a),No,Pueblo Libre,Secundaria,Secundaria,1-3,Minimamente dependiente,SIS,No,Ingeniería de Sistemas,1.0,4-5,13-15,No,1.0,4.0,4.0,3.0,Sí,,Yes,Público,30-60 min,Sí,Sí,1.0,No,3.0,Alojado,>1000,1000-2000,No,No,<10,,<5,,Sí,No,Sí
Masculino,21-25,Casado(a),No,Jesús María,Universitario,Universitario,1-3,Totalmente dependiente,SIS,No,Ingeniería de Software,5.0,6 o más,13-15,No,4.0,2.0,5.0,3.0,Sí,Quibusdam voluptatum voluptatum fugiat optio ut corporis optio numquam occaecati.,Yes,Privado,30-60 min,Sí,Sí,1.0,Sí,5.0,Alquilada,0,>4000,No,No,10-20,Sí,<5,No,No,Sí,Sí
Femenino,26-30,Soltero(a),No,Magdalena del Mar,Secundaria,Técnico,4-5,Mayormente dependiente,EsSalud,No,Ingeniería de Software,1.0,6 o más,10-12,Sí,2.0,2.0,,3.0,No,Suscipit quibusdam architecto adipisci suscipit laboriosam.,No,Público,30-60 min,Sí,Sí,3.0,No,3.0,Alojado,0,<1000,No,No,,No,<5,No,No,No,No
